Título	Autor	Editora	Ano	ISBN	Idioma	Capa	Páginas	Altura (cm)	Largura (cm)	Peso (g)	Estante	Preço R$	Frete R$	Total R$	Fotos
O Antigo Regime E A Revolução	Alexis de Tocqueville	Folha de S. Paulo	2015	9788581932538	Português	Dura	224	24	16	470	História	15	12.95	27.95	https://wa.me/5511981350566?text=Oi! Quero fotos do O Antigo Regime E A Revolução, de Alexis de Tocqueville
O Aviso-Prévio Proporcional	Rafael Salles da Mata Machado	LTr	2015	9788536185750	Português	Mole	184	24	17	290	Ciências Políticas	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do O Aviso-Prévio Proporcional, de Rafael Salles da Mata Machado
O Barão De Munt Casprio	C. Jos. Bravo	Peresin	2019	9788585330125	Português	Mole	294	21	14	380	Literatura Brasileira	15	11.45	26.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Barão De Munt Casprio, de C. Jos. Bravo
O Boom E A Bolha	Robert Brenner	Record	2003	9788501063069	Português	Mole	414	21	14	530	Negócios	20	13.50	33.50	https://wa.me/5511981350566?text=Oi! Quero fotos do O Boom E A Bolha, de Robert Brenner
O Capital - Coleção Os Economistas - 5 Volumes (Completa)	Karl Marx	Nova Cultural	1988	9788513000632	Português	Mole	1600	23	16	1981	Negócios	300	25.45	325.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Capital - Coleção Os Economistas - 5 Volumes (Completa), de Karl Marx
O Capitalismo	Ari Herculano de Souza	Do Brasil	1989	ND	Português	Mole	32	23	17	122	Negócios	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do O Capitalismo, de Ari Herculano de Souza
O Capitão De Longo Curso	Jorge Amado	Record	1979	ND	Português	Dura	244	22	15	403	Literatura Brasileira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Capitão De Longo Curso, de Jorge Amado
O Caracol Tímido	Ediouro	Ediouro	2007	9788500024238	Português	Dura	12	27	20	370	Infantil	15	11.45	26.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Caracol Tímido, de Ediouro
O Céu Está Caindo	Lara Braun; Eduardo Castror Borgonovi	Campus	2003	9788587122469	Português	Mole	222	23	16	384	Biografias	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Céu Está Caindo, de Lara Braun; Eduardo Castror Borgonovi
O Chanceler De Ferro Do Antigo Egito	J. W. Rochester	FEB	ND	ND	Português	Mole	394	18	13	340	Literatura Estrangeira	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do O Chanceler De Ferro Do Antigo Egito, de J. W. Rochester
O Cortiço - Tomo 1	Aluísio Azevedo	LDA	1988	ND	Português	Mole	96	18	13	90	Literatura Brasileira	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do O Cortiço - Tomo 1, de Aluísio Azevedo
O Cortiço - Tomo 2	Aluísio Azevedo	LDA	1988	ND	Português	Mole	96	18	13	89	Literatura Brasileira	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do O Cortiço - Tomo 2, de Aluísio Azevedo
O Cozinheiro E O Mar	Edinho Engel	DBA	2002	9788572342582	Português	Dura	132	26	24	835	Gastronomia	10	17.30	27.30	https://wa.me/5511981350566?text=Oi! Quero fotos do O Cozinheiro E O Mar, de Edinho Engel
O Crime Do Padre Amaro	Eça de Queirós	Formar	1973	ND	Português	Dura	280	22	15	530	Literatura Estrangeira	10	13.50	23.50	https://wa.me/5511981350566?text=Oi! Quero fotos do O Crime Do Padre Amaro, de Eça de Queirós
O Décimo Homem	Graham Greene	Record	1985	ND	Português	Mole	148	21	14	217	Literatura Estrangeira	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Décimo Homem, de Graham Greene
O Destino Tecendo A História	Lia Neves	All Print	2014	9788541106559	Português	Mole	140	21	14	200	Literatura Brasileira	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do O Destino Tecendo A História, de Lia Neves
O Dia Do Chacal	Frederick Forsyth	Círculo do Livro	1971	ND	Português	Dura	414	20	13	491	Literatura Estrangeira	10	12.95	22.95	https://wa.me/5511981350566?text=Oi! Quero fotos do O Dia Do Chacal, de Frederick Forsyth
O Diário Submerso	Lúcia Guedes	Record	1992	9788501040121	Português	Mole	240	21	14	298	Literatura Brasileira	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do O Diário Submerso, de Lúcia Guedes
O Discurso Do Réu	Maria Brasil	Voo	2017	9788594332028	Português	Mole	112	21	14	196	Negócios	15	8.55	23.55	https://wa.me/5511981350566?text=Oi! Quero fotos do O Discurso Do Réu, de Maria Brasil
O Engenhoso Fidalgo D. Quixote Da Mancha - Vol. 1	Miguel de Cervantes	Abril	2010	9788579710094	Português	Dura	400	20	13	401	Literatura Estrangeira	20	12.20	32.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Engenhoso Fidalgo D. Quixote Da Mancha - Vol. 1, de Miguel de Cervantes
O Enigma Do Quatro	Ian Caldwell; Dustin Thomason	Planeta	2005	9788576650300	Português	Mole	432	23	16	584	Literatura Estrangeira	10	14.25	24.25	https://wa.me/5511981350566?text=Oi! Quero fotos do O Enigma Do Quatro, de Ian Caldwell; Dustin Thomason
O Espírito Do Xamanismo	Roger N. Walsh	Saraiva	1993	9788502012035	Português	Mole	300	21	14	370	Religião	70	11.45	81.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Espírito Do Xamanismo, de Roger N. Walsh
O Evangelho Segundo Jesus Cristo	José Saramago	Companhia das Letras	2002	9788571642096	Português	Mole	446	21	14	573	Literatura Estrangeira	30	14.25	44.25	https://wa.me/5511981350566?text=Oi! Quero fotos do O Evangelho Segundo Jesus Cristo, de José Saramago
O Fã Clube	Irving Wallace	Abril	1985	ND	Português	Mole	568	19	13	441	Literatura Estrangeira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Fã Clube, de Irving Wallace
O Garoto De Lugar Nenhum	Katherine Marsh	Planeta	2019	9788542215564	Português	Mole	304	23	16	424	Literatura Estrangeira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Garoto De Lugar Nenhum, de Katherine Marsh
O Gato De Papelão	Álvaro Cardoso Gomes; Gisé	Moderna	1993	9788516008161	Português	Mole	48	21	14	100	Infantil	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do O Gato De Papelão, de Álvaro Cardoso Gomes; Gisé
O Gaúcho; O Tronco Do Ipê	José de Alencar	Formar	1971	ND	Português	Dura	296	22	15	604	Literatura Brasileira	10	14.85	24.85	https://wa.me/5511981350566?text=Oi! Quero fotos do O Gaúcho; O Tronco Do Ipê, de José de Alencar
O Gerente Minuto Em Ação	Kenneth Blanchard; Robert Lorber	Record	1985	ND	Português	Mole	124	21	14	216	Autoajuda	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Gerente Minuto Em Ação, de Kenneth Blanchard; Robert Lorber
O Grande Livro Das Adivinhações	Mário Souto Maior; Helvio Avelar	Leitura	2002	9788573585087	Português	Dura	128	28	21	649	Juvenil	10	14.85	24.85	https://wa.me/5511981350566?text=Oi! Quero fotos do O Grande Livro Das Adivinhações, de Mário Souto Maior; Helvio Avelar
O Grande Livro Dos Pensamentos De Casseta E Planeta	Casseta e Planeta	Record	1994	9788501041470	Português	Mole	132	21	16	186	Humor	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do O Grande Livro Dos Pensamentos De Casseta E Planeta, de Casseta e Planeta
O Homem Que Calculava	Malba Tahan	Record	1989	9788510231435	Português	Mole	218	18	16	303	Literatura Estrangeira	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do O Homem Que Calculava, de Malba Tahan
O Jogo Mais Doce	J. Sterling	Faro Editorial	2015	9788562409288	Português	Mole	202	23	16	400	Literatura Estrangeira	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Jogo Mais Doce, de J. Sterling
O Lendário Duelo Entre A Siriema E A Cascavel	Rodrigo Naves; Luisa Amoroso	Terceiro Nome	2015	9788578161521	Português	Mole	32	25	19	163	Infantil	20	8.55	28.55	https://wa.me/5511981350566?text=Oi! Quero fotos do O Lendário Duelo Entre A Siriema E A Cascavel, de Rodrigo Naves; Luisa Amoroso
O Livro Da Bruxa	Roberto Lopes	Samm	2018	9788587964014	Português	Mole	118	21	14	261	Literatura Estrangeira	40	10.00	50.00	https://wa.me/5511981350566?text=Oi! Quero fotos do O Livro Da Bruxa, de Roberto Lopes
O Livro Das Cartas	Liberty Books	Liberty Books	2020	9786500127652	Português	Mole	140	21	14	210	Literatura Brasileira	20	9.20	29.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Livro Das Cartas, de Liberty Books
O Livro De Henrique	Hilary Mantel	Record	2013	9788501400901	Português	Mole	364	23	16	514	Literatura Estrangeira	10	13.50	23.50	https://wa.me/5511981350566?text=Oi! Quero fotos do O Livro De Henrique, de Hilary Mantel
O Livro Do Gato	Vários Autores	Royal Canin	ND	ND	Português	Mole	56	21	15	137	Biologia	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do O Livro Do Gato, de Vários Autores
O Livro Do... Como?	Ray Bryant	Girassol	2010	9788539400591	Português	Dura	64	21	21	399	Infantil	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Livro Do... Como?, de Ray Bryant
O Livro Dos Espíritos	Allan Kardec	Mundo Maior	2000	9788587430052	Português	Mole	384	21	14	451	Religião	10	12.95	22.95	https://wa.me/5511981350566?text=Oi! Quero fotos do O Livro Dos Espíritos, de Allan Kardec
O Machão	Harold Robbins	Abril	1985	ND	Português	Mole	336	19	12	270	Literatura Estrangeira	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do O Machão, de Harold Robbins
O Mágico Desinventor	Marco Tulio Costa	Record	1992	9788501018359	Português	Mole	192	21	14	250	Infantil	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Mágico Desinventor, de Marco Tulio Costa
O Maior Vendedor Do Mundo	Og Mandino	Record	ND	ND	Português	Mole	118	21	15	176	Autoajuda	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do O Maior Vendedor Do Mundo, de Og Mandino
O Manual Do Grávido	Claudio Csillag; Humberto Saccomandi	Publifolha	2012	9788574025162	Português	Mole	140	16	16	222	Saúde	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Manual Do Grávido, de Claudio Csillag; Humberto Saccomandi
O Marido Ideal	Holly Peterson	Record	2015	9788501103970	Português	Mole	416	21	14	450	Literatura Estrangeira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Marido Ideal, de Holly Peterson
O Marido Perigoso	Jane Shapiro	Record	2002	9788501058911	Português	Mole	272	21	14	410	Literatura Estrangeira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Marido Perigoso, de Jane Shapiro
O Melhor De Mim	Nicholas Sparks	Arqueiro	2012	9788580410495	Português	Mole	270	23	16	359	Literatura Estrangeira	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Melhor De Mim, de Nicholas Sparks
O Microcosmo Sagrado	Henrique Vieira Filho	Conan	2006	9788598327099	Português	Mole	120	21	14	171	Autoajuda	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do O Microcosmo Sagrado, de Henrique Vieira Filho
O Mistério Da Obra-Prima	Lourenço Cazarré	Atual	1986	ND	Português	Mole	84	21	14	90	Juvenil	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do O Mistério Da Obra-Prima, de Lourenço Cazarré
O Mistério Dos Sete Relógios	Agatha Christie	Nova Fronteira	ND	ND	Português	Mole	308	21	14	377	Literatura Estrangeira	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Mistério Dos Sete Relógios, de Agatha Christie
O Mistério Dos Sete Relógios	Agatha Christie	Círculo do Livro	1986	ND	Português	Dura	224	21	13	401	Literatura Estrangeira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Mistério Dos Sete Relógios, de Agatha Christie
O Monge E O Executivo	James C. Hunter	Sextante	2004	9788575421024	Português	Mole	140	21	14	239	Autoajuda	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Monge E O Executivo, de James C. Hunter
O Monte Cinco	Paulo Coelho	Objetiva	1996	9788573020953	Português	Mole	280	21	14	426	Literatura Estrangeira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Monte Cinco, de Paulo Coelho
O Morro Dos Ventos Uivantes	Emily Brontë	Cedibra	ND	ND	Português	Mole	128	18	11	90	Literatura Estrangeira	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do O Morro Dos Ventos Uivantes, de Emily Brontë
O Mulato	Aluísio de Azevedo	Ediouro	2001	9788500005671	Português	Mole	344	21	14	410	Literatura Brasileira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Mulato, de Aluísio de Azevedo
O Mundo Dos Anjos E Dos Devas	Michel Coquet	Record	1994	9788501041005	Português	Mole	304	21	14	371	Religião	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Mundo Dos Anjos E Dos Devas, de Michel Coquet
O Mundo É Plano	Thomas L. Friedman	Objetiva	2007	9788573028638	Português	Mole	558	23	16	836	Negócios	10	17.30	27.30	https://wa.me/5511981350566?text=Oi! Quero fotos do O Mundo É Plano, de Thomas L. Friedman
O Mundo Mágico Dos Ningyos	Denise Mattar	Museu Oscar Niemeyer	2022	9786599083211	Português	Mole	80	22	22	402	Artes	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Mundo Mágico Dos Ningyos, de Denise Mattar
O Navegante	Morris West	Círculo do Livro	ND	ND	Português	Dura	342	20	13	436	Literatura Estrangeira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Navegante, de Morris West
O Negócio É Ser Pequeno	E. F. Schumacher	Zahar	1983	ND	Português	Mole	262	21	14	327	Autoajuda	15	10.65	25.65	https://wa.me/5511981350566?text=Oi! Quero fotos do O Negócio É Ser Pequeno, de E. F. Schumacher
O Novo Pai	Macolm Montgomery	Ediouro	2005	9788500016844	Português	Mole	150	21	14	250	Autoajuda	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Novo Pai, de Macolm Montgomery
O Oceano No Fim Do Caminho	Neil Gaiman	Intrínseca	2013	9788580573688	Português	Mole	206	21	14	287	Literatura Estrangeira	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do O Oceano No Fim Do Caminho, de Neil Gaiman
O Olho Do Consumidor	Ziraldo	Mapa	2009	9788599851562	Português	Mole	32	20	14	85	Juvenil	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do O Olho Do Consumidor, de Ziraldo
O Oriente Médio	Bernard Lewis	Zahar	1996	9788571103528	Português	Mole	390	23	16	617	História	50	14.85	64.85	https://wa.me/5511981350566?text=Oi! Quero fotos do O Oriente Médio, de Bernard Lewis
O Palácio Japonês	José Mauro de Vasconcelos	Melhoramentos	1969	ND	Português	Mole	114	21	14	208	Literatura Brasileira	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Palácio Japonês, de José Mauro de Vasconcelos
O Par Perfeito: Guia De Compatibilidade Para Casais	Ellen Lederman	Record	1994	9788501038371	Português	Mole	268	21	14	336	Autoajuda	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do O Par Perfeito: Guia De Compatibilidade Para Casais, de Ellen Lederman
O Paraíso Fica Perto	Leo Buscaglia	Record	1986	ND	Português	Mole	288	21	14	360	Autoajuda	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Paraíso Fica Perto, de Leo Buscaglia
O Pequeno Livro De Madre Teresa	Sangeet Duchane	Pensamento	2006	9788531514678	Português	Mole	156	18	18	339	Biografias	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do O Pequeno Livro De Madre Teresa, de Sangeet Duchane
O Pequeno Polegar	Todolivro	Todolivro	2000	9788573892208	Português	Mole	20	20	13	50	Infantil	10	6.35	16.35	https://wa.me/5511981350566?text=Oi! Quero fotos do O Pequeno Polegar, de Todolivro
O Peregrino: Nos Tempos De Jesus Cristo	Luiz Carlos Carneiro	Lake	1994	ND	Português	Mole	248	21	14	306	Religião	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do O Peregrino: Nos Tempos De Jesus Cristo, de Luiz Carlos Carneiro
O Plano	Lyn-Genet Recitas	BestSeller	2015	9788576848288	Português	Mole	306	23	16	430	Saúde	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Plano, de Lyn-Genet Recitas
O Poço Do Visconde	Monteiro, Lobato	Círculo do Livro	1985	ND	Português	Dura	200	22	14	365	Infantil	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Poço Do Visconde, de Monteiro, Lobato
O Poder Da Inteligência Emocional	Daniel Goleman, Richard Boyatzis, Annie McKee	Campus	2002	9788535209709	Português	Mole	300	23	16	533	Psicologia	40	13.50	53.50	https://wa.me/5511981350566?text=Oi! Quero fotos do O Poder Da Inteligência Emocional, de Daniel Goleman, Richard Boyatzis, Annie McKee
O Poder Dos Seus Sonhos	Yone Aparecida	Scortecci	2007	9788536610016	Português	Mole	168	21	14	230	Autoajuda	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Poder Dos Seus Sonhos, de Yone Aparecida
O Poema Que Não Escrevi...	Célio Conrado Rodrigues	Vox	2016	9788599909089	Português	Mole	144	22	15	250	Poesia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do O Poema Que Não Escrevi..., de Célio Conrado Rodrigues
O Ponto De Mutação	Fritjof Capra	Cultrix	1989	ND	Português	Mole	448	23	16	584	Autoajuda	10	14.25	24.25	https://wa.me/5511981350566?text=Oi! Quero fotos do O Ponto De Mutação, de Fritjof Capra
O Porão Mal-Assombrado	Teresa Noronha; Henrique Farias	Moderna	1987	9788516004248	Português	Mole	24	21	14	57	Juvenil	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do O Porão Mal-Assombrado, de Teresa Noronha; Henrique Farias
O Porquê Da Vida	Léon Denis	FEB	1979	ND	Português	Mole	166	18	13	185	Religião	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do O Porquê Da Vida, de Léon Denis
O Portal Do Sucesso E Outras Crônicas Budistas	Daikichi Terauchi	Aliança Cultural Brasil-japão	ND	ND	Português	Mole	96	18	12	130	Religião	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do O Portal Do Sucesso E Outras Crônicas Budistas, de Daikichi Terauchi
O Praça Quinze	Paula Saldanha	José Olympio	1994	9788503001137	Português	Mole	84	23	16	177	Juvenil	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do O Praça Quinze, de Paula Saldanha
O Prazer De Ser Mulher	Dra. Albertina Duarte	Rosa dos Ventos	1991	9788585363109	Português	Mole	236	23	16	371	Autoajuda	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do O Prazer De Ser Mulher, de Dra. Albertina Duarte
O Prazer De Viver Light	Lucilia Diniz	Do autor	2002	9788589139014	Português	Dura	124	26	18	621	Saúde	10	14.85	24.85	https://wa.me/5511981350566?text=Oi! Quero fotos do O Prazer De Viver Light, de Lucilia Diniz
O Primo Basílio	Eça de Queirós	Formar	1973	ND	Português	Dura	248	22	15	484	Literatura Estrangeira	10	12.95	22.95	https://wa.me/5511981350566?text=Oi! Quero fotos do O Primo Basílio, de Eça de Queirós
O Primo Basílio - Tomo 1	Eça de Queirós	LDA	1988	ND	Português	Mole	96	18	13	91	Literatura Estrangeira	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do O Primo Basílio - Tomo 1, de Eça de Queirós
O Primo Basílio - Tomo 2	Eça de Queirós	LDA	1988	ND	Português	Mole	96	18	13	90	Literatura Estrangeira	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do O Primo Basílio - Tomo 2, de Eça de Queirós
O Professor De Desejo	Philip Roth	Círculo do Livro	1977	ND	Português	Dura	214	20	13	313	Literatura Estrangeira	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do O Professor De Desejo, de Philip Roth
O Programa Das 10 Semanas	Turibio Leite de Barros	Manole	2002	9788520413005	Português	Dura	284	25	19	671	Saúde	10	15.40	25.40	https://wa.me/5511981350566?text=Oi! Quero fotos do O Programa Das 10 Semanas, de Turibio Leite de Barros
